region_id,One_method_Train_M,One_method_Train_F,One_method_Train_P,One_method_Bus_M,One_method_Bus_F,One_method_Bus_P,One_method_Ferry_M,One_method_Ferry_F,One_method_Ferry_P,One_met_Tram_incl_lt_rail_M,One_met_Tram_incl_lt_rail_F,One_met_Tram_incl_lt_rail_P,One_method_Taxi_M,One_method_Taxi_F,One_method_Taxi_P,One_method_Car_as_driver_M,One_method_Car_as_driver_F,One_method_Car_as_driver_P,One_method_Car_as_passenger_M,One_method_Car_as_passenger_F,One_method_Car_as_passenger_P,One_method_Truck_M,One_method_Truck_F,One_method_Truck_P,One_method_Motorbike_scootr_M,One_method_Motorbike_scootr_F,One_method_Motorbike_scootr_P,One_method_Bicycle_M,One_method_Bicycle_F,One_method_Bicycle_P,One_method_Other_M,One_method_Other_F,One_method_Other_P,One_method_Walked_only_M,One_method_Walked_only_F,One_method_Walked_only_P,One_method_Tot_one_method_M,One_method_Tot_one_method_F,One_method_Tot_one_method_P,Two_methods_Train_Bus_M,Two_methods_Train_Bus_F,Two_methods_Train_Bus_P,Two_methods_Train_Ferry_M,Two_methods_Train_Ferry_F,Two_methods_Train_Ferry_P,Two_mt_trn_Trm_incl_lt_rl_M,Two_mt_trn_Trm_incl_lt_rl_F,Two_mt_trn_Trm_incl_lt_rl_P,Two_methods_Trn_Car_as_drvr_M,Two_methods_Trn_Car_as_drvr_F,Two_methods_Trn_Car_as_drvr_P,Two_methods_Trn_Car_as_pass_M,Two_methods_Trn_Car_as_pass_F,Two_methods_Trn_Car_as_pass_P,Two_methods_Train_Other_M,Two_methods_Train_Other_F,Two_methods_Train_Other_P,Two_methods_Train_Tot_M,Two_methods_Train_Tot_F,Two_methods_Train_Tot_P,Two_methods_Bus_Ferry_M,Two_methods_Bus_Ferry_F,Two_methods_Bus_Ferry_P,Two_mth_Bu_Trm_inc_lt_rl_M,Two_mth_Bu_Trm_inc_lt_rl_F,Two_mth_Bu_Trm_inc_lt_rl_P,Two_methods_Bus_Car_as_drvr_M,Two_methods_Bus_Car_as_drvr_F,Two_methods_Bus_Car_as_drvr_P,Two_methods_Bus_Car_as_pass_M,Two_methods_Bus_Car_as_pass_F,Two_methods_Bus_Car_as_pass_P,Two_methods_Bus_Other_M,Two_methods_Bus_Other_F,Two_methods_Bus_Other_P,Two_methods_Bus_Tot_M,Two_methods_Bus_Tot_F,Two_methods_Bus_Tot_P,Two_methds_Othr_two_methds_M,Two_methds_Othr_two_methds_F,Two_methds_Othr_two_methds_P,Two_methods_Tot_two_methods_M,Two_methods_Tot_two_methods_F,Two_methods_Tot_two_methods_P,Three_meth_Trn_two_othr_met_M,Three_meth_Trn_two_othr_met_F,Three_meth_Trn_two_othr_met_P,Three_met_Bs_2_ot_met_ex_tr_M,Three_met_Bs_2_ot_met_ex_tr_F,Three_met_Bs_2_ot_met_ex_tr_P,Three_meth_Othr_three_meth_M,Three_meth_Othr_three_meth_F,Three_meth_Othr_three_meth_P,Three_meth_Tot_three_meth_M,Three_meth_Tot_three_meth_F,Three_meth_Tot_three_meth_P,Worked_home_M,Worked_home_F,Worked_home_P,Did_not_go_to_work_M,Did_not_go_to_work_F,Did_not_go_to_work_P,Method_travel_to_work_ns_M,Method_travel_to_work_ns_F,Method_travel_to_work_ns_P,Tot_M,Tot_F,Tot_P
2101308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,49,117,0,7,7,0,0,0,0,0,0,0,0,0,3,3,6,7,5,12,78,64,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,11,32,5,10,15,3,0,3,107,85,192
2101309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,28,66,7,0,7,4,0,4,0,0,0,0,0,0,3,0,3,0,0,0,52,28,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,10,3,9,12,0,0,0,62,40,102
2101310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25,50,3,0,3,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,34,25,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,4,6,10,3,10,13,3,0,3,47,41,88
2101401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,46,89,0,7,7,4,0,4,3,0,3,0,0,0,3,0,3,12,9,21,65,62,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,11,5,13,18,0,5,5,75,86,161
2101402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,17,42,3,4,7,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7,31,25,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,11,0,0,0,39,28,67
2101403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,47,110,4,3,7,4,0,4,0,0,0,0,0,0,0,0,0,0,3,3,71,53,124,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,10,3,13,5,6,11,0,3,3,86,68,154
2101404,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,57,41,98,0,4,4,5,0,5,0,0,0,0,0,0,0,0,0,5,3,8,67,51,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,9,24,9,17,26,0,0,0,91,77,168
2101405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,25,57,0,0,0,5,0,5,3,0,3,0,0,0,3,0,3,8,3,11,51,28,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,23,49,4,10,14,0,0,0,81,61,142
2101406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,25,67,3,3,6,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,48,28,76,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,29,16,45,0,6,6,0,0,0,77,53,130
2101407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,31,80,9,0,9,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,64,31,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,6,6,0,0,0,64,43,107
2101408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,59,117,10,5,15,8,0,8,0,0,0,0,0,0,3,0,3,0,0,0,79,64,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,9,7,16,7,10,17,0,0,0,98,84,182
2101409,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,30,31,61,4,0,4,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,43,31,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,8,19,3,10,13,0,0,0,57,49,106
2101410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,25,44,3,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,25,25,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,7,25,0,4,4,0,0,0,43,36,79
2101411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,35,79,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,38,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,7,18,25,0,3,3,58,59,117
2101412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,26,71,7,0,7,0,0,0,0,0,0,0,3,3,0,0,0,3,3,6,55,32,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,4,0,4,0,3,3,8,6,14,4,0,4,71,41,112
2101413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
2101501,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,110,82,192,8,7,15,4,0,4,0,0,0,0,0,0,0,0,0,4,0,4,126,93,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,18,16,25,41,3,3,6,154,130,284
2101502,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,49,30,79,0,3,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,55,33,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,8,10,9,19,3,7,10,71,54,125
2101503,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,79,50,129,6,3,9,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,91,53,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,5,5,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,5,9,14,3,0,3,102,70,172
2101504,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,39,33,72,0,3,3,3,0,3,3,0,3,0,0,0,0,0,0,3,0,3,51,36,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,3,6,9,3,0,3,60,45,105
2101505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,43,92,3,0,3,3,0,3,3,0,3,0,0,0,3,0,3,3,0,3,64,43,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,11,24,5,16,21,4,0,4,86,70,156
2101506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,39,90,4,4,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,58,43,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,6,9,7,5,12,0,0,0,68,57,125
2101507,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,83,73,156,4,3,7,3,0,3,0,0,0,0,0,0,0,0,0,4,0,4,94,80,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,8,10,18,0,3,3,108,96,204
2101508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,36,72,0,4,4,3,0,3,0,0,0,0,0,0,0,0,0,0,3,3,39,43,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,4,0,4,3,0,3,5,4,9,0,0,0,51,47,98
2101509,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,75,49,124,3,6,9,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,87,55,142,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,3,16,19,0,3,3,99,77,176
2101510,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,24,22,46,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,3,6,33,25,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,18,49,0,4,4,0,0,0,64,47,111
2101511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,38,82,3,3,6,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,51,41,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,12,18,0,0,0,57,56,113
2101512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,30,88,4,5,9,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,65,35,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,18,0,3,3,74,50,124
2101601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,26,49,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,3,0,3,32,26,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,0,0,0,32,32,64
2101602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,38,94,10,5,15,0,0,0,0,0,0,0,0,0,0,0,0,8,10,18,74,53,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,12,9,21,0,8,8,86,73,159
2101603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,30,84,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,10,13,23,67,46,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,10,13,0,0,0,76,56,132
2101604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,30,78,3,7,10,3,0,3,0,0,0,0,0,0,0,0,0,3,4,7,57,41,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,11,20,3,0,3,69,52,121
2101605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,10,30,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,24,13,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,10,0,0,0,29,18,47
2101606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,36,86,4,3,7,0,0,0,0,0,0,3,3,6,0,0,0,3,5,8,60,47,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,3,15,18,3,0,3,69,65,134
2101607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,42,100,10,0,10,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,71,42,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,6,9,10,5,15,3,6,9,90,59,149
2101608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,34,92,0,5,5,3,0,3,0,0,0,3,0,3,0,0,0,3,3,6,67,42,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,13,18,0,0,0,72,55,127
2101609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,37,74,3,3,6,0,0,0,0,0,0,0,3,3,0,0,0,4,12,16,44,55,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,7,6,13,0,4,4,54,65,119
2101610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,49,108,9,8,17,0,0,0,0,0,0,0,3,3,0,0,0,9,3,12,77,63,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,20,28,3,3,6,88,86,174
2101611,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,24,21,45,5,0,5,3,0,3,0,3,3,3,0,3,0,0,0,3,0,3,41,24,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,7,10,0,0,0,44,34,78
2101612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,61,133,8,3,11,0,0,0,0,0,0,3,0,3,0,0,0,0,3,3,83,67,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,12,13,25,3,0,3,101,83,184
2101613,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,57,43,100,4,6,10,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7,69,52,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,5,14,19,3,3,6,80,69,149
2101614,0,0,0,3,3,6,0,0,0,0,0,0,0,0,0,47,46,93,3,3,6,3,0,3,0,0,0,0,0,0,3,3,6,0,0,0,59,55,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,5,9,14,3,0,3,70,67,137
2101615,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,8,13,21,3,0,3,3,0,3,0,0,0,0,0,0,0,3,3,9,9,18,26,28,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,32,28,60
2101616,0,0,0,0,0,0,0,0,0,0,3,3,4,0,4,48,48,96,4,4,8,3,0,3,3,0,3,3,0,3,3,0,3,3,3,6,71,58,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,9,5,17,22,3,0,3,82,81,163
2101617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,43,85,3,3,6,0,0,0,0,0,0,4,0,4,0,0,0,4,5,9,53,51,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,14,0,0,0,57,61,118
2101618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,19,47,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,6,7,13,34,31,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,4,4,34,42,76
2101619,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,50,41,91,5,3,8,0,0,0,0,0,0,0,3,3,0,0,0,5,3,8,60,53,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,4,0,4,4,0,4,3,3,6,10,8,18,0,3,3,77,70,147
2101620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,40,88,6,3,9,0,0,0,0,0,0,4,0,4,3,0,3,3,0,3,64,43,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,0,3,3,64,57,121
2101621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,45,86,3,6,9,3,0,3,0,0,0,3,0,3,0,0,0,3,3,6,53,54,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,8,4,9,13,0,5,5,60,73,133
2101701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,25,57,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,29,61,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7,7,7,14,0,0,0,43,42,85
2101702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,36,74,0,6,6,3,0,3,0,0,0,0,0,0,0,0,0,3,0,3,44,42,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,12,13,25,0,0,0,59,58,117
2101703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,27,67,3,3,6,3,0,3,0,0,0,0,0,0,3,0,3,0,4,4,49,34,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,11,0,0,0,52,42,94
2101704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,19,48,3,3,6,12,0,12,4,0,4,0,3,3,4,0,4,5,3,8,57,28,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,8,15,3,8,11,0,0,0,70,44,114
2101705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,13,34,0,3,3,3,0,3,0,0,0,0,0,0,0,3,3,3,3,6,27,22,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,10,3,4,7,0,4,4,37,33,70
2101706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,37,87,9,3,12,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,63,40,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,12,3,3,6,74,51,125
2101707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,53,123,8,10,18,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,78,68,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,12,6,18,8,10,18,3,0,3,104,84,188
